Source IP,Destination IP,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,SYN Flag Count,ACK Flag Count,RST Flag Count,Label
192.168.1.29,192.168.1.20,ICMP,181418.76201674662,10,8,1170.717839465111,1447.6886273209486,81.08163036755366,179.11841846230362,1679.3916968528633,13.918090038454267,1,5,0,BENIGN
192.168.1.8,192.168.1.36,TCP,646499.8054967194,15,11,2049.1687407076583,908.5658900852126,99.15019959759908,153.61094805476827,1777.3583497896382,24.512725601674177,2,8,0,BENIGN
192.168.1.18,192.168.1.43,ICMP,504917.31393143913,19,12,1260.390401378675,1638.4709047569163,81.92787060226546,83.31890405423351,2060.3781812961415,18.763255853248662,0,14,0,BENIGN
192.168.1.31,192.168.1.18,UDP,9662.177926850865,177,2,410.88415128331064,68.17512646175777,60.37786316919566,35.7985473566259,75010.99305585682,212.10215718669915,39,1,16,Bruteforce
192.168.1.7,192.168.1.2,ICMP,618559.0215449259,12,14,1489.3550533131447,1043.0704256953816,113.27025728897888,112.05792427989917,4277.707488325429,23.331719523484427,1,6,0,BENIGN
192.168.1.29,192.168.1.50,TCP,337593.97665697767,16,11,1466.5761303325492,1316.3731459822388,41.4124949451485,178.6497639074177,2954.3948575126733,16.566550008255827,2,11,0,BENIGN
192.168.1.57,192.168.1.44,UDP,294726.2849716421,18,17,879.3506163509117,1237.0419880945628,169.20634511487089,138.5261011150015,1140.335023007461,9.463981445282808,2,10,1,BENIGN
192.168.1.17,192.168.1.22,TCP,680878.0431332351,11,11,787.4303655753472,1926.9277921070875,91.99659229752643,144.8285226303096,3520.7075169276186,21.463600837916456,1,5,0,BENIGN
192.168.1.31,192.168.1.2,UDP,159023.35548183118,11,14,1369.5956707042121,910.120278101981,92.84178469732834,79.41247997043403,1622.6744977685416,15.881079111274488,0,7,0,BENIGN
192.168.1.3,192.168.1.22,TCP,599191.2663324567,13,12,1246.896021569632,2082.665822374079,100.87287097333027,136.68361105682814,3094.1872716798744,32.15592975564722,0,7,0,BENIGN
192.168.1.7,192.168.1.20,UDP,667310.3994645418,12,11,1395.671294784428,1066.0710291879293,76.7722913867356,248.49500515063542,3718.857951904531,13.665914906473489,0,9,1,BENIGN
192.168.1.12,192.168.1.42,UDP,725304.3877764696,14,9,1185.8606492512845,1692.2514192662488,113.9072875746469,127.05255007217951,3204.384908106287,14.524079021985992,1,10,1,BENIGN
192.168.1.57,192.168.1.41,UDP,430616.642551313,17,8,1831.7391538701809,2037.5785171838706,110.04864120698846,145.24561003862863,2778.2731642221343,29.15453345905645,1,9,0,BENIGN
192.168.1.41,192.168.1.55,TCP,441161.95727957727,16,13,1113.891853395196,1162.9224551773502,136.51771114957762,165.04351913357132,3649.8485210224476,27.169167750526587,0,5,0,BENIGN
192.168.1.19,192.168.1.13,ICMP,349478.0885743874,13,8,843.1272827906192,1695.2115604335672,125.66676854579127,74.66277921618156,3519.276929628507,17.12508408349874,0,4,0,BENIGN
192.168.1.4,192.168.1.13,TCP,553752.8976521054,15,12,1818.325341484719,729.2651947519153,45.56133120614056,214.4326290002362,2658.7170123009714,19.542842315165394,2,10,1,BENIGN
192.168.1.11,192.168.1.23,UDP,17661.39046050863,132,2,571.299983832138,179.0653278215661,29.526069455229518,29.987661831951225,51967.77892802514,322.7990113511894,35,5,11,PortScan
192.168.1.20,192.168.1.48,UDP,767797.7591337091,12,16,2365.96587459891,3241.301146430444,97.21919940981792,114.8689894110079,2231.0175858629555,15.907850363619149,3,8,0,BENIGN
192.168.1.3,192.168.1.27,UDP,439079.95317935216,17,9,1198.8436167859534,1769.4092017488374,114.74513779806963,117.06183482931947,4303.694661069794,26.57892777349072,1,9,0,BENIGN
192.168.1.13,192.168.1.47,UDP,456490.13390941225,8,7,1579.8463521471133,974.017153106057,174.94396833722743,97.59626715848901,2637.9261462991503,25.404173960477372,2,4,0,BENIGN
192.168.1.35,192.168.1.3,TCP,18878.755080440573,149,0,733.579475504728,15.175636945672466,40.393402166854976,0.0,14691.77872509716,483.31295193546754,41,1,16,Botnet
192.168.1.24,192.168.1.45,UDP,501807.9770902738,15,7,1342.829231098463,2278.632429112625,77.14688884166152,169.98634062518678,3805.462289117052,20.561011184715838,1,7,0,BENIGN
192.168.1.4,192.168.1.43,ICMP,638062.1747510917,11,10,432.14059831931183,1947.6722643359503,133.1460877487312,139.9310091120262,3791.8631298099017,25.614965126387045,0,7,0,BENIGN
192.168.1.55,192.168.1.17,UDP,348816.0575564683,15,12,1363.6683637449114,1877.446172113131,128.26535444634533,184.89736006751463,3695.0303060512306,16.713973941773148,1,5,0,BENIGN
192.168.1.12,192.168.1.21,UDP,18313.455114743607,164,3,447.71065787242713,48.66153969094215,40.698894342699724,29.411261199445278,25862.682793434375,181.74379588944907,38,2,11,DoS
192.168.1.16,192.168.1.34,TCP,432926.35140050796,17,23,1280.043153297918,799.2107605445528,97.03745696085291,186.61811604727058,3966.7462198807993,5.1084018256352355,1,8,0,BENIGN
192.168.1.25,192.168.1.13,UDP,378259.9923211839,16,13,810.4153839258449,1223.8391579005306,43.99223742279475,150.77634275990266,3753.2098293048866,27.847238980011234,2,6,0,BENIGN
192.168.1.40,192.168.1.11,TCP,594124.0845007767,10,15,928.5339860831798,1280.2004719180925,61.21979854775811,85.92303603245497,4444.648626459461,11.712233566671923,2,9,0,BENIGN
192.168.1.23,192.168.1.45,ICMP,424549.6230921868,15,12,659.0584249751332,1133.741009486262,147.98148977243207,112.08640482333308,3397.7739805926735,24.76240504289277,0,7,0,BENIGN
192.168.1.15,192.168.1.41,TCP,24051.577145856085,159,1,448.0469297836904,56.735102441933236,27.32779397800038,35.97668277599018,35414.783746392895,214.38026584572287,43,1,21,DoS
192.168.1.4,192.168.1.37,TCP,514176.72400513594,12,4,1482.2279535086327,1244.5536268570115,98.96759395641932,156.6744649111294,2515.945595562222,27.375364033733604,0,6,0,BENIGN
192.168.1.55,192.168.1.8,UDP,493334.57484434685,11,13,2069.1096698492242,1555.7322678793387,100.24842229108293,143.55694869120282,2387.6543695577525,6.974339492070252,2,9,0,BENIGN
192.168.1.13,192.168.1.22,ICMP,848866.9687822527,17,12,1173.4677595967814,1433.898269062251,136.98666864072604,148.42903569820143,3024.280641198366,9.540704238803697,1,7,0,BENIGN
192.168.1.31,192.168.1.56,UDP,603513.7122763093,18,10,1145.4338575825343,1432.973244364698,114.46880815104782,170.58154854288722,3428.01764152679,25.236779728339712,1,7,0,BENIGN
192.168.1.42,192.168.1.9,ICMP,201040.9443418766,15,10,1560.1844056206924,1482.862899852305,38.252481385424474,180.01580565953572,1910.1932936181552,7.121040778949363,5,6,0,BENIGN
192.168.1.55,192.168.1.19,TCP,415950.91507553484,11,14,962.8321961347931,999.6464856397427,50.22211409257329,99.71774764280462,2907.800120390345,20.3658216850073,1,13,0,BENIGN
192.168.1.59,192.168.1.29,TCP,725185.3795740815,17,10,851.5301767766559,2128.2807966515697,94.15058907544353,211.3161334114566,3797.7193340485046,24.221854555827957,2,13,0,BENIGN
192.168.1.6,192.168.1.39,UDP,434795.0789415299,14,14,2423.3957849197645,1542.5104230158295,122.89948603858,115.46889804896367,4040.904835585624,28.331121484625466,3,11,0,BENIGN
192.168.1.39,192.168.1.57,TCP,195729.58717526827,15,8,641.3150782375549,1688.96868659762,36.57180830534497,159.97375584269096,3286.969402288858,27.790051503854002,2,4,0,BENIGN
192.168.1.18,192.168.1.40,ICMP,14685.964897896443,165,1,413.55425652622927,115.48068113914343,58.8625769973866,32.2178137986745,2633.003848261069,420.5844272614754,45,4,18,Bruteforce
192.168.1.25,192.168.1.19,TCP,463899.4582046418,15,13,1143.00136556276,1972.2228447062066,89.66470470982863,248.50521385643367,2305.339478332885,15.285271256483032,0,10,0,BENIGN
192.168.1.42,192.168.1.44,TCP,493799.4078554135,12,11,1336.489127380538,870.1636047607983,98.93636339139832,127.5908190988079,614.5843070063256,14.011325585988487,2,10,1,BENIGN
192.168.1.35,192.168.1.52,TCP,531707.9712572402,8,16,1025.9138503489623,2581.3956026946294,131.75657354093613,147.6162122138072,2679.5205185544164,10.675971942787625,0,8,0,BENIGN
192.168.1.23,192.168.1.34,UDP,544425.437694311,16,13,1326.1533242068424,1091.4685204267114,104.23194491026517,158.4688318181646,3917.7672493198156,24.329266181085515,0,5,1,BENIGN
192.168.1.18,192.168.1.19,ICMP,29819.10031090619,135,1,523.828986563095,108.6318662691195,19.08475765245197,16.303328378564256,35744.750428238796,585.3681637171845,53,1,17,DDoS
192.168.1.42,192.168.1.32,ICMP,31618.536527709002,157,3,250.10738764353468,0.0,50.459849895365664,26.62829853773982,53411.93998856122,205.4555205464266,49,0,14,Botnet
192.168.1.10,192.168.1.47,TCP,377138.80039999326,12,9,1559.1101718518357,1527.2688943058688,114.50654389205565,234.8778568992298,2073.545084289156,29.26193599236059,1,10,0,BENIGN
192.168.1.23,192.168.1.21,TCP,608728.20073343,11,4,860.5387853106035,1205.9641697816303,63.10814753492283,169.13173922850174,3374.244012711115,21.772472058822718,2,10,1,BENIGN
192.168.1.46,192.168.1.30,ICMP,226502.4284715815,12,12,1144.6126428832376,1010.2958945501865,62.97570136806788,109.26730127004014,3559.937893586146,38.54945900821658,0,11,0,BENIGN
192.168.1.25,192.168.1.14,ICMP,471566.6732691082,14,13,1358.8245817283362,910.1033572064814,85.64036793425022,164.8249779130122,3164.590064512766,5.265779704578124,1,7,0,BENIGN
192.168.1.34,192.168.1.29,UDP,438948.85185208544,13,8,1648.8291581888602,1815.2814955860172,107.19044503261726,112.80516007846262,2665.6835022927607,23.743011019418645,2,8,1,BENIGN
192.168.1.15,192.168.1.12,UDP,417585.94703369023,15,9,1319.6865820313315,865.1326567734751,127.4938020284894,169.12788610409336,2100.063832746565,11.33424529405056,2,12,0,BENIGN
192.168.1.8,192.168.1.45,TCP,653132.4231503711,13,16,975.4545534534952,998.2291011541129,131.42346925593415,116.57447456462455,2173.6904667432345,21.37409019448545,0,6,0,BENIGN
192.168.1.55,192.168.1.13,UDP,479733.0453640057,16,14,1468.1626710507207,1163.1289821359264,128.76395191815115,198.57872840238355,2798.885191639885,22.620011288811067,2,4,0,BENIGN
192.168.1.35,192.168.1.54,TCP,587466.2203486614,18,11,1184.1203528177507,1599.5091067582694,75.7843666638684,154.80170074520322,3802.065658230666,33.05059780443134,0,12,0,BENIGN
192.168.1.55,192.168.1.8,TCP,478790.67467842967,12,16,685.7637176392835,1607.505250621258,130.90619548287484,85.62199759604165,3533.734848078743,16.314412562691164,4,6,0,BENIGN
192.168.1.10,192.168.1.4,TCP,504734.85009348724,11,13,1698.3037962259677,1787.4415263596452,98.45519829047463,128.77677992562033,1712.156527024001,19.987812217121498,0,9,0,BENIGN
192.168.1.23,192.168.1.46,TCP,595326.5666780499,21,21,1485.83210939991,1228.3080061583296,104.08424541098798,135.16227517668315,3086.2811281466043,5.040761882622707,1,12,0,BENIGN
192.168.1.27,192.168.1.44,ICMP,438299.8651594553,14,13,756.9764178225169,1334.763035413881,51.94390385738578,181.19420606406266,4497.271725390463,20.354984074276274,2,16,0,BENIGN
192.168.1.28,192.168.1.2,UDP,444618.00627967843,19,6,1334.7400100029288,1032.6817146400927,49.677994007011435,211.10515606873633,2426.181105213368,20.329975310942352,2,12,0,BENIGN
192.168.1.51,192.168.1.4,ICMP,26128.471819801467,145,4,381.5241002660457,51.959918997331236,54.45530456464473,58.07116024610318,78265.94493533892,371.20961304853415,35,3,16,DDoS
192.168.1.11,192.168.1.29,UDP,24426.64087627953,160,1,471.16992621081914,45.890764231792794,35.871210162730534,42.05207185081308,68504.09285095327,353.9007892113324,46,2,14,DDoS
192.168.1.25,192.168.1.58,TCP,420828.62804601586,10,14,1302.720480796373,1297.7556662653565,132.61201191190088,93.81802307889618,3272.5269963620085,23.283811700623016,0,9,0,BENIGN
192.168.1.37,192.168.1.58,ICMP,32079.79932652924,155,0,470.61831806241753,36.926756944464366,40.29478940102722,36.31500835986136,34567.15765408486,306.0330254850876,31,7,14,Botnet
192.168.1.42,192.168.1.54,TCP,12909.514902823243,180,1,118.65326517182314,124.05006305399456,73.64273304837468,11.4921821016017,58752.11848684034,265.70942880266375,44,4,15,Botnet
192.168.1.26,192.168.1.56,ICMP,380648.17374941206,16,13,1327.6538481529121,1837.9318646906595,92.07050436356354,88.59528672177514,2883.0125504165994,28.246841729724675,0,7,1,BENIGN
192.168.1.38,192.168.1.53,ICMP,884676.9977439137,7,14,1425.3631710713798,2208.0455124474875,106.6762812293231,181.76363089080715,4133.464714930527,25.345313682406378,1,12,0,BENIGN
192.168.1.40,192.168.1.7,TCP,268946.8436227384,9,12,1373.6842797681131,1906.2258136211526,139.25924248045737,227.31359950898747,2872.626773129275,31.95973015637746,2,8,1,BENIGN
192.168.1.45,192.168.1.42,TCP,482649.07362808246,9,8,775.6521775257634,1042.606932364926,20.0,169.5508009384858,3815.3093795592813,13.197172786970304,0,13,0,BENIGN
192.168.1.34,192.168.1.37,ICMP,615100.804658086,11,13,938.471560386797,2216.614726661598,92.3250441696081,137.14477600959884,3685.388042401486,10.654911472355025,1,8,0,BENIGN
192.168.1.5,192.168.1.49,UDP,462113.89430131967,16,14,1133.1839365527615,744.1218514158257,77.96390926744868,164.7198456837338,4416.767555044794,30.105703448439076,0,12,1,BENIGN
192.168.1.54,192.168.1.35,ICMP,639625.7339525794,17,13,1313.7144845893283,859.0649402130002,63.94908100027919,168.6692897673685,2765.8635459764755,18.237532315063223,2,10,0,BENIGN
192.168.1.52,192.168.1.8,ICMP,497952.9812307055,15,9,1005.2924840205287,1292.8228556970034,123.5108748390108,118.09749103190413,2184.3529157512403,16.16640166960322,1,9,0,BENIGN
192.168.1.53,192.168.1.31,TCP,431345.08535647613,8,9,1449.6889113767588,1670.1378166274842,119.68145753465375,137.3531469287492,4957.442078192683,17.510446825525634,1,7,0,BENIGN
192.168.1.12,192.168.1.9,TCP,3102.7370582933545,136,3,498.52286460294926,61.124901382138596,44.10511392916075,6.96033514053055,48591.767574721016,426.31485154083384,32,3,12,DDoS
192.168.1.27,192.168.1.58,ICMP,447013.44622585876,11,8,1392.0511668600282,713.5585918717699,84.63201235615543,116.43012253990236,1847.9512330208565,17.575065144250004,0,6,0,BENIGN
192.168.1.25,192.168.1.19,ICMP,23731.364371196258,152,1,415.4544236882576,133.05819011604896,35.744521813121764,0.0,59270.38297905099,284.24426847737556,44,2,12,Bruteforce
192.168.1.14,192.168.1.42,ICMP,681382.3089026691,16,9,563.2222929861371,1155.4827984830815,127.07002576194583,131.78940207302927,3707.425847514759,22.651771795596375,0,9,0,BENIGN
192.168.1.11,192.168.1.17,TCP,4986.587803080187,164,1,666.307793651915,81.4875145490261,34.268306495882946,24.807542495522636,20830.9874350356,176.56777885539364,38,1,10,DoS
192.168.1.42,192.168.1.3,UDP,661897.3484648181,9,9,983.028119947604,1641.5693282794098,77.63981781045943,185.41612784740198,2520.252415836106,18.470604532975752,0,7,0,BENIGN
192.168.1.32,192.168.1.53,ICMP,391121.2668969291,18,11,1159.2638361724917,431.78772572852904,69.12900833942652,186.43275639189014,4853.165287400333,29.621068365708116,1,9,0,BENIGN
192.168.1.20,192.168.1.49,ICMP,508863.9999537526,14,12,1485.776451097245,1813.1065519580409,98.01699805359982,192.06707921814004,1861.381275330327,29.138531339017405,1,5,0,BENIGN
192.168.1.2,192.168.1.3,ICMP,538468.8366287799,13,14,1632.566620281586,1286.5980963345046,70.01135597733168,129.55941825740183,2473.3979075338657,23.02341637656997,0,5,0,BENIGN
192.168.1.21,192.168.1.13,TCP,748606.4180348745,8,10,977.2188596281792,1382.1152627525405,142.5032374147541,157.8369053391753,1943.9260968953151,22.598073306802238,1,5,0,BENIGN
192.168.1.34,192.168.1.11,UDP,474172.2258057314,15,16,1226.5884769628713,1618.4591180330992,181.45174519862576,117.80578390732644,4076.687526551248,28.065450783300207,0,6,0,BENIGN
192.168.1.16,192.168.1.37,ICMP,562020.9939658256,13,10,1153.2927281553066,1624.7355639986608,94.41079985013363,166.34608296061623,2331.3271905512343,14.897104551868745,1,8,0,BENIGN
192.168.1.3,192.168.1.36,ICMP,215602.22012809035,11,12,1295.893444691862,1089.2786719441983,82.84907676094628,177.44391264349983,3422.074376664994,24.400226069972387,2,6,0,BENIGN
192.168.1.6,192.168.1.31,TCP,560593.1031103417,18,14,1318.177519840583,1949.1818502393846,112.29723769309274,184.0105197870576,3513.781574520802,30.49350978919677,2,10,1,BENIGN
192.168.1.57,192.168.1.29,ICMP,13644.097076715472,170,2,339.56100019052525,64.41551562817943,37.32323176066208,33.13176830934444,68752.93063719635,378.4989600333193,44,1,15,DoS
192.168.1.5,192.168.1.24,TCP,470599.3553232476,14,12,770.4994773578968,1440.6545841897705,134.26697840777035,106.55295351582748,3654.3184226743397,28.755939194441734,2,5,0,BENIGN
192.168.1.15,192.168.1.53,ICMP,470656.65037884674,14,11,1698.8485540467684,1910.7303980967135,136.82741830479804,121.69704942388445,1457.0358799702083,33.1628051026867,2,9,1,BENIGN
192.168.1.18,192.168.1.31,TCP,579202.8019541784,10,12,1785.3929123869214,2234.9186854468835,88.33490483314431,126.82862301982777,4464.444319611175,36.905643193357115,2,5,0,BENIGN
192.168.1.7,192.168.1.49,ICMP,30463.466554951752,165,5,382.30902429462685,104.98824967938029,31.759492695073277,21.40490418873207,35666.58342880469,392.6130612940554,28,0,14,Bruteforce
192.168.1.48,192.168.1.17,ICMP,537566.9450391141,11,12,1179.0577052070637,362.2484076316491,51.876006953810105,188.91509674942296,2318.406329392651,7.531581215768295,1,4,0,BENIGN
192.168.1.41,192.168.1.49,ICMP,20915.011637975465,135,1,94.0796440537103,69.24394225549494,23.066416024856842,21.810138669898567,73581.5382913035,353.518909016993,42,0,11,DDoS
192.168.1.57,192.168.1.11,TCP,12034.728249215783,153,3,389.06455045179547,27.538709778873127,50.91587805728032,35.757045670609926,66450.00430364163,543.0468412863354,25,1,22,DDoS
192.168.1.50,192.168.1.19,UDP,483628.2272657998,18,6,1148.2937198530924,2160.7745980004156,72.68019430838115,127.6347953801305,2745.0165914496315,19.299512092000928,1,5,0,BENIGN
192.168.1.23,192.168.1.10,TCP,623558.1390565688,12,13,1427.279568174032,2352.5833429332843,144.09734480963624,155.82838076786962,3852.769434007678,11.42371685422694,1,11,1,BENIGN
192.168.1.6,192.168.1.40,UDP,21448.779904117735,148,2,591.4812734675029,61.463620017434565,44.48013567804202,28.501042767813995,26830.56423624907,591.3998898282731,43,4,14,DDoS
192.168.1.24,192.168.1.10,TCP,239842.13563266487,9,17,1026.8731792532742,1187.96047008168,140.26560592926313,113.0016432939091,2233.739637633459,27.48474630210284,2,7,0,BENIGN
192.168.1.13,192.168.1.48,ICMP,384746.6510678131,14,14,2692.102919946051,838.1054740062035,96.80432784975129,206.4899366523369,3529.9955685773234,9.036933704768346,2,6,0,BENIGN
192.168.1.15,192.168.1.43,ICMP,758115.4746748975,7,10,1978.7856280568994,1989.8371269786517,144.73037140030422,113.16358914309976,2853.9312042006054,15.596710454186585,0,8,0,BENIGN
192.168.1.41,192.168.1.3,TCP,334438.89533269894,8,12,1182.3656607139571,1719.0241489038647,67.72974545647659,95.03340311308989,2983.4824283588705,30.73023386919317,0,10,0,BENIGN
192.168.1.50,192.168.1.30,ICMP,21676.279934420585,146,1,313.46649118134656,25.422064074647366,55.41248137050988,22.076002435760465,64151.795389607694,325.56490999596036,38,0,13,Botnet
192.168.1.58,192.168.1.40,TCP,299641.92360431456,12,13,1006.7940626513262,1306.3627080833937,74.59488739954796,173.79089619952506,3540.345671378841,29.648001068129357,0,4,0,BENIGN
192.168.1.2,192.168.1.15,ICMP,661765.4114613021,14,16,1190.6100886038494,1593.1737371708025,101.0827303802453,161.34206587800205,3675.6046230182133,26.7128581484745,0,8,0,BENIGN
192.168.1.58,192.168.1.15,ICMP,550543.5014090285,15,13,994.4348367981906,1382.5381759575573,28.489117742535953,190.08090902912738,4495.608283182772,29.814194027087765,1,10,0,BENIGN
192.168.1.59,192.168.1.36,TCP,459398.9366984459,18,12,1291.4861035246734,1872.5819590259202,128.39045356728968,158.8612472003568,2235.8852708497307,19.680535622979267,1,8,0,BENIGN
192.168.1.12,192.168.1.13,ICMP,8875.70531564034,139,1,743.7588436542148,0.0,44.84065815366279,36.22505630514549,66420.39780212857,553.4955287417953,39,3,12,Botnet
192.168.1.27,192.168.1.20,ICMP,467050.7492092164,12,7,1895.0220137085726,2504.77926315626,69.95426712752312,150.40515215006567,2048.9807530105486,11.440461895690914,1,9,0,BENIGN
192.168.1.42,192.168.1.10,UDP,584741.0980320221,14,13,1422.7370538396635,1717.2192225732272,90.99674592587242,97.53977832423425,2567.665065392542,11.834475263318765,0,7,0,BENIGN
192.168.1.31,192.168.1.13,TCP,471334.0685330135,18,10,1001.8923588900054,1985.6058872473025,54.7553437414263,172.02105066093662,3457.151594837286,24.38535050003384,0,10,0,BENIGN
192.168.1.55,192.168.1.41,TCP,535291.4167382396,15,10,1060.1899782768505,1008.4857892622513,93.64789379854986,58.33782574484002,2553.81467138881,25.875409218925792,0,9,1,BENIGN
192.168.1.10,192.168.1.26,TCP,480440.86416207044,8,9,626.2004937860839,1178.011552995305,103.55211158175243,99.19983539868625,2334.494901168226,28.843218032260125,0,8,0,BENIGN
192.168.1.11,192.168.1.32,UDP,19592.429748653638,153,4,687.3997783744776,77.37866248872585,54.50380254336184,9.06145553486154,24612.50757949825,381.89055309910134,38,4,15,PortScan
192.168.1.17,192.168.1.53,TCP,19842.457528016315,138,0,40.0,73.43225648930337,48.15401541572195,28.846084702353178,66236.35995110494,291.558936828142,40,2,10,Botnet
192.168.1.41,192.168.1.49,ICMP,484256.2765999741,7,8,1770.1201017770709,1894.5954766071268,99.49325679151919,158.728748498857,1614.8438434574675,22.51016185289638,0,6,0,BENIGN
192.168.1.58,192.168.1.43,ICMP,19101.97496078354,157,2,269.43205830638624,18.846400426869494,33.473289160146145,25.144391294128827,38746.17143774248,241.64457706280803,43,3,20,Bruteforce
192.168.1.50,192.168.1.35,ICMP,447744.59551488917,17,6,821.9376954168547,1418.5190231891602,126.6637461781644,121.36161568488993,3065.301634736781,33.0111533970801,0,9,0,BENIGN
192.168.1.55,192.168.1.24,UDP,486935.8743421235,12,9,1249.4180344437696,1299.3758389909308,92.04451313797655,163.70301765441212,3057.9560058773077,19.539895927046654,0,8,0,BENIGN
192.168.1.50,192.168.1.18,TCP,448034.562172235,7,9,1514.5075822966621,2431.893785942594,96.06867053065513,156.30723257546373,3788.370635059119,7.538294895735023,0,10,1,BENIGN
192.168.1.49,192.168.1.21,UDP,455401.4955953547,7,12,1276.677991934248,1289.7415000431859,109.19903496591628,121.81738908386652,3598.4728547405707,31.585238139907048,0,8,0,BENIGN
192.168.1.7,192.168.1.48,UDP,571953.5795896295,9,14,500.07192510450807,1324.9176209027528,70.23866478970109,174.1423927293847,5035.649604636104,15.483075338557462,2,8,0,BENIGN
192.168.1.45,192.168.1.21,ICMP,6498.081707085286,187,1,491.1324076221444,83.98588439476421,61.009946150977015,17.567726594491795,77859.77993024734,317.46642414174374,36,1,13,Bruteforce
192.168.1.37,192.168.1.13,ICMP,388671.1859003845,14,15,743.2120647528363,2292.6958316463238,67.24565968072989,184.736364531302,4401.170037765649,29.972231267954278,0,9,0,BENIGN
192.168.1.5,192.168.1.14,UDP,298288.28805253806,8,12,507.95153842953425,1787.0715964348426,79.08333916901876,131.8319102389279,3132.7261556401404,15.51636457411022,1,7,0,BENIGN
192.168.1.11,192.168.1.15,ICMP,518183.6275534035,16,8,1253.541568841128,331.0868659630696,126.67761568933739,172.7389882731773,2783.8603385964657,22.898078940120538,0,8,0,BENIGN
192.168.1.52,192.168.1.37,UDP,662351.458165287,12,9,1793.9108177495086,1529.1340274648037,123.92492512791961,187.04735621869915,1950.2473715262718,27.244895576405035,0,13,0,BENIGN
192.168.1.19,192.168.1.16,ICMP,593055.8590897036,14,17,1339.4074848287564,971.5775992709432,91.25200583964914,158.46784708479697,3915.4452633857013,12.377704426604208,2,9,0,BENIGN
192.168.1.47,192.168.1.6,ICMP,19187.2081344753,158,2,316.5270473497177,104.71351457494312,44.31358464751244,17.444756542263463,47596.808437115644,459.4539663705209,39,0,21,Bruteforce
192.168.1.19,192.168.1.15,UDP,618876.111750891,14,13,1031.215408267607,1501.9743423046964,105.0087230754523,116.39989089571834,3534.592709831123,20.180261590134688,2,6,1,BENIGN
192.168.1.18,192.168.1.42,ICMP,17951.70466375705,148,2,433.53946447618426,69.36090870358058,49.30885102314958,26.676115017881646,53075.65799967165,462.9378660429216,37,5,16,Bruteforce
192.168.1.11,192.168.1.6,ICMP,466928.81261205225,10,19,1082.6416637696702,2041.1800593513867,100.42070010136729,137.57935921554076,2498.380514230828,29.94569083322572,0,11,1,BENIGN
192.168.1.42,192.168.1.48,TCP,405598.32734982437,16,19,1898.7675999877247,1828.595755694707,94.47854813575256,125.43642223068883,3266.7021147501587,42.218471642621566,0,9,3,BENIGN
192.168.1.50,192.168.1.12,UDP,29597.92249030861,155,0,360.4157725109468,33.12772910888518,35.67488577276381,67.93502494361118,52041.38213097048,664.1706603762213,31,2,12,Bruteforce
192.168.1.44,192.168.1.42,ICMP,510885.9620886528,17,11,695.2835108649919,1411.6073207438385,78.46311809987787,134.89876790291717,3234.3355106087806,23.90744307014421,0,8,0,BENIGN
192.168.1.49,192.168.1.13,TCP,506180.91001724295,9,11,881.4981229512509,1370.5648421598135,90.28736948928842,179.90516895345226,2831.9877721546927,23.97431011656222,1,6,1,BENIGN
192.168.1.19,192.168.1.28,TCP,21031.455928200667,124,4,460.13324146596824,78.32969119741634,49.853808643328605,59.21512495746427,41256.72124838324,504.2541475776072,47,0,18,DDoS
192.168.1.59,192.168.1.27,ICMP,298353.9314711555,13,8,570.9699121123044,1256.8200729727728,87.78701987735298,158.23760471676778,3883.384477745093,27.62942176034987,1,7,0,BENIGN
192.168.1.9,192.168.1.57,UDP,626033.0244041296,10,9,941.0724570943999,1761.032099059068,36.210422505472025,86.55421094547329,3181.0776801624743,34.310425512898235,0,12,0,BENIGN
192.168.1.12,192.168.1.38,TCP,672106.6522699714,11,14,817.5922049764745,2025.7025695493107,85.42419396271055,135.5604910756966,2758.6464844083766,17.434903228360177,2,7,0,BENIGN
192.168.1.10,192.168.1.34,TCP,435194.06907338294,11,14,794.7069159133242,2203.157337479635,119.72526500156225,190.64304649214608,2254.711543858645,23.906737154165086,2,12,0,BENIGN
192.168.1.33,192.168.1.35,ICMP,620851.7958863751,16,13,1175.4837873261151,1858.9040050178548,110.8554492720701,232.01379611984527,3802.5685641241175,23.42098964391807,0,13,0,BENIGN
192.168.1.8,192.168.1.42,UDP,790069.022778228,10,9,1047.1005417744911,2728.4760891964634,119.32904872340845,147.02398592251166,4223.222693877857,9.328859742125612,1,4,0,BENIGN
192.168.1.57,192.168.1.8,TCP,398247.5181738284,12,10,1797.3681379189634,1714.2085866535467,63.40988412234489,85.25949296047955,2861.1391359629233,29.382233432828215,0,12,0,BENIGN
192.168.1.45,192.168.1.52,TCP,27795.378943635988,159,1,299.06627861765463,128.58989320691464,29.00304758271144,32.23848979051535,72463.36602388811,360.68848477382454,45,2,12,DDoS
192.168.1.26,192.168.1.17,TCP,378631.102258844,12,7,851.6804046354507,2228.7724681585296,88.92361235782245,178.90656747630894,2779.6841425860353,25.73664119158541,0,4,0,BENIGN
192.168.1.35,192.168.1.11,ICMP,243269.0937225165,12,10,303.6666408370453,1845.9874506720987,102.7974269472027,164.72617445818403,3895.7354461940936,16.881149118100584,0,10,0,BENIGN
